Ejercicio,Mes,Nombre del punto de distribución,Tipo de asentamiento ,Denominación del asentamiento,Nombre de la vialidad,Número de vialidad (en su caso),Tipo de abastecimiento,Días ,Horarios,Contacto,Capacidad de la unidad ,Geopoint,Nota
2023,Noviembre,Intersección Jupiter Y Palmar,Colonia,Alianza,C. Júpiter,400,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.775104507900362, -100.41910222883519",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Fomerrey 167,Colonia,1o. De junio,Garza Ayala,1908,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.73989797430721, -100.33183655521992",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Terreno Entre Valle Hermoso Y Valle Alto,Colonia,San Angel Sur,Adolfo Lopez Mateos,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.62036510000415, -100.26669311745748",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.77673353829248, -100.40463685088923",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Noviembre,Parque Chimalpopoca,Colonia,Barrio del Parque,P. Chimalpopoca,135,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.781472199991924, -100.3979287699337",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Centro de Bienestar Familiar Burócratas municipales,Colonia,Burócratas Municipales,Avenida Alfonso Reyes,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-73-23,1000 litros,"25.6352203, -100.2990693",1 Contenedor
2023,Diciembre,Centro de Bienestar Familiar San Martin,Colonia,San Martín,Calle B. Mitre,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-73-84,1000 litros,"25.75382243877044, -100.36085244893297",2 Contenedores
2023,Diciembre,Centro de Bienestar Familiar El Porvenir,Colonia,El Porvenir,Calle Didimas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-73-91,1000 litros,"25.76727645211472, -100.36727521852794",1 Contenedor
2023,Diciembre,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-71-61,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedores
2023,Diciembre,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-70-10,1000 litros,"25.740069707359883, -100.34302032644828",2 Contenedores
2023,Diciembre,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-71-33,1000 litros,"25.73511379351004, -100.33152897391555",2 Contenedores
2023,Diciembre,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-73-53,1000 litros,"25.718641664223934, -100.34674910367468",1 Contenedor
2023,Diciembre,Centro PAPTI,Colonia,Treviño,CalleProgreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-71-63,1000 litros,"25.691238211454028, -100.30858193445506",1 Contenedor
2023,Diciembre,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-71-60,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2023,Diciembre,Casa Club del Adulto Mayor Lomas Modelo,Colonia,Lomas Modelo,Calle Tenayuca,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-72-56,1000 litros,"25.74040251877856, -100.36133756827368",1 Contenedor
2023,Diciembre,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a 17:00,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
2023,Diciembre,Rotonda Av. La Rioja,Colonia,La Rioja Sector Leiva,Foncea 100,100,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.580978270035565, -100.24544888650465",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Parque Estrellas,Colonia,Contry,Vía Láctea,SN,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.63754596206219, -100.2794274288349",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Plaza Rincón del Valle,Colonia,Sierra Alta,Av Sierra Alta,SN,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.57660626124753, -100.26376707116513",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,SN,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.60417276346904, -100.26993815766976",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Intersección Jupiter y Palmar,Colonia,Alianza,C. Júpiter,400,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.775123830699485, -100.4190915",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Intersección Lazaro Garza Ayala y Bernabe González,Colonia,4 de diciembre,C. Lázaro Garza Áyala,2145,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.740471003672937, -100.33414492883489",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Terreno Calle Cedro y Alamo,Colonia,Real de Cumbres,Cedro,SN,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.750717368307505, -100.40140597116512",Instalación por parte de la Secretaría de Servicios Públicos. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Diciembre,Terreno entre valle hermoso y valle alto,Colonia,San Angel Sur,Adolfo Lopez Mateos,SN,Pipa,"Lunes, Martes, Miércoles, Jueves,Viernes,Sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.620350589051927, -100.26671457535438",Instalación por parte de la Secretaría de Servicios Públicos. Los días y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2023,Agosto,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-59,1000 litros,"25.741158636659847, -100.3381042670378",2 Contenedores
2023,Agosto,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-70-10,1000 litros,"25.740069707359883, -100.34302032644828",2 Contenedores
2023,Agosto,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-17,1000 litros,"25.733042427622237, -100.3813565662574",2 Contenedores
2023,Agosto,Centro de Bienestar Familiar Canoas,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-81-03-92-47,1000 litros,"25.732646349978957, -100.38125183185065",1 Contenedor
2023,Agosto,Defensoria Municipal Zona Sur,Colonia,Condesa,Avenida Camino al Diente,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-74,1000 litros,"25.617715, -100.270741",1 Contenedor
2023,Agosto,Estancia Infantil Laura Elena Arce Cavazos,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",7:00 a.m. a 6:00 p.m.,81-51-02-71-60,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2023,Agosto,Casa Club del Adulto Mayor los Altos,Colonia,Los Altos,Calle Jalostitlan,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-70-05,1000 litros,"25.713969026092354, -100.36887461780417",1 Contenedor
2023,Agosto,Guarderia Especial,Colonia,Antonio I. Villarreal,Calle 1913,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",2 Contenedores
2023,Agosto,Clinica de Atención Integral al Autismo,Colonia,Pio X,San José,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-19-82-90-03,1000 litros,"25.6600288, -100.3313338",1 Contenedor
2023,Agosto,Centro de Bienestar Familiar Colonia Heriberto Jara,Colonia,Independencia,Baja California,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-17-83-90-90,1000 litros,"25.6536853, -100.3091658",1 Contenedor
2023,Agosto,Centro Educativo y de Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedores
2023,Agosto,Parque Estrellas,Colonia,Contry,Vía Láctea,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.637420218543888, -100.27943815767038",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Gran Parque Satelite,Colonia,Satélite,Cd Satélite,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.604134062360774, -100.26991669999998",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Terreno Calle Mauricio,Colonia,Laderas del Mirador,Mauricio,4428,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.630901540433936, -100.3072499766868",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Intersección Calle Mauricio y Madagascar,Colonia,Laderas del Mirador,Mauricio y Madagascar,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.629825440526343, -100.30634904476311",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Parque Pedregal de la Silla,Colonia,Pedregal,Pedregal de la Cañada Sur,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.60346736233381, -100.2568503711648",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Fomerrey 167,Colonia,1o. De junio,Garza Ayala,1908,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.73989797430721, -100.33183655521992",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado
2023,Agosto,Terreno Calle Cedro y Alamo,Colonia,Real de Cumbres,Cedro,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.750707704921904, -100.40140597116482",Instalación por parte de la Secretaría de Servicios Públicos
2023,Agosto,Terreno entre valle hermoso y valle alto,Colonia,San Angel Sur,Adolfo Lopez Mateos,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.62036510000415, -100.26669311745748",Instalación por parte de la Secretaría de Servicios Públicos
2023,Agosto,Cima del cerro,Colonia,Canteras,Prolongación Coahuila,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.644999994357985, -100.31319976538731",Instalación por parte de la Secretaría de Servicios Públicos
2024,Enero,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-59,1000 litros,"25.741158636659847, -100.3381042670378",2 Contenedores
2024,Enero,Centro de Bienestar Familiar Monterrey 400,Colonia,Tierra y Libertad,Avenida Rodrigo Gómez,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-70-10,1000 litros,"25.740069707359883, -100.34302032644828",2 Contenedores
2024,Enero,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-53,1000 litros,"25.718641664223934, -100.34674910367468",1 Contenedor
2024,Enero,Centro de Bienestar Familiar Valle de Infonavit,Colonia,Valle de Infonavit,Calle Comisión Tripartita,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-17,1000 litros,"25.733042427622237, -100.3813565662574",2 Contenedores
2024,Enero,Centro de Bienestar Familiar Nueva Estanzuela,Colonia,Nueva Estanzuela,Calle Constitución 44,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-50,1000 litros,"25.581518086746993, -100.23860501104444",1 Contenedor
2024,Enero,Defensoria Municipal Zona Centro,Colonia,Treviño,Calle Progreso,400,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-72-82,1000 litros,"25.691325, -100.308678",1 Contenedor
2024,Enero,Defensoria Municipal Zona Norte,Colonia,Provileón,Calle Netzahualpilli,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-69-93,1000 litros,"25.760578941687836, -100.36460777421931",1 Contenedor
2024,Enero,Centro Educativo y de Desarrollo Integral (CEDI),Colonia,Antonio I. Villarreal,Veteranos de la revolucion,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-74-63,1000 litros,"25.704949251959427, -100.35631547871262",1 Contenedor
2024,Enero,Parque Estrellas,Colonia,Contry,Vía Láctea,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.637507271762978, -100.27943815766977",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Terreno Calle Mauricio,Colonia,Laderas del Mirador,Mauricio,4428,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.63091786380847, -100.30725064723909",Instalación en coordinación con la Secretaría de Igualdad e Inclusión del Gobierno del Estado. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Enero,Plaza Santa Rosario,Colonia,ALIANZA,Maderereros,SN,Pipa,"Lunes, martes, miercoles, jueves, viernes, sábado",7:00 a 22:30,Eduardo Ramos 8181111900,10000 litros,"25.776743138616126, -100.40464763252022",Instalación por parte de la Secretaría de Servicios Públicos. Los días  y horarios de abastecimiento se determinan en base a cuando se vacían los tanques.
2024,Junio,Centro de Bienestar Familiar Tierra y Libertad,Colonia,Tierra y Libertad,Calle Liga Femenil,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-59,1000 litros,"25.741158636659847, -100.3381042670378",2 Contenedores
2024,Junio,Centro de Bienestar Familiar Fomerrey 114,Colonia,Fomerrey 114,Calle Basamento,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-61,1000 litros,"25.766171535168326, -100.38001636316038",1 Contenedor
2024,Junio,Centro de Bienestar Familiar Francisco Zarco,Colonia,Topo Chico,Calle Salinas,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-33,1000 litros,"25.73511379351004, -100.33152897391555",2 Contenedores
2024,Junio,Centro de Bienestar Familiar Ferrocarrilera,Colonia,Ferrocarrilera,Calle Carlos Campacos,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-71-34,1000 litros,"25.72508132413851, -100.33581306023501",1 Contenedor
2024,Junio,Centro de Bienestar Familiar Nueva Morelos,Colonia,Nueva Morelos,Calle Marea Alta,Sin número,Contenedor,"Lunes, Martes, Miércoles, Jueves y Viernes",8:00 a.m. a 5:00 p.m.,81-51-02-73-53,1000 litros,"25.718641664223934, -100.34674910367468",1 Contenedor
